true_angle,semi_major_axis,semi_minor_axis,convex_hull_area,convex_hull_perimeter,max_distance,area_to_perimeter_ratio
0.0,1.513,1.386,6.171,9.029,2.982,0.683
0.0,1.485,1.446,6.294,9.108,2.986,0.691
0.0,1.489,1.459,6.33,9.12,3.035,0.694
0.0,1.494,1.417,5.935,8.91,3.004,0.666
0.0,1.489,1.236,5.147,8.402,3.036,0.613
0.0,1.485,1.44,6.156,9.019,3.008,0.683
0.0,1.559,1.377,5.977,8.966,3.063,0.667
0.0,1.509,1.444,6.379,9.146,3.024,0.697
0.0,1.485,1.401,6.191,9.041,3.055,0.685
0.0,1.467,1.404,5.963,8.851,2.907,0.674
0.0,1.508,1.478,6.262,9.143,3.037,0.685
0.0,1.496,1.429,6.404,9.133,3.021,0.701
0.0,1.48,1.401,5.973,8.889,2.967,0.672
0.0,1.551,1.274,5.815,8.752,3.003,0.664
0.0,1.54,1.414,6.325,9.127,3.03,0.693
0.0,1.555,1.415,6.536,9.256,3.073,0.706
0.0,1.515,1.472,6.447,9.212,3.018,0.7
0.0,1.418,1.389,5.63,8.695,2.933,0.647
0.0,1.5,1.466,6.534,9.218,3.026,0.709
0.0,1.486,1.449,6.287,9.109,3.049,0.69
0.0,1.52,1.365,5.989,8.921,3.08,0.671
0.0,1.504,1.426,5.963,8.923,2.962,0.668
0.0,1.499,1.458,6.291,9.086,2.981,0.692
0.0,1.564,1.37,6.148,9.047,3.055,0.68
0.0,1.431,1.388,5.875,8.742,2.883,0.672
0.0,1.516,1.439,6.242,9.098,3.02,0.686
0.0,1.524,1.458,6.47,9.23,3.057,0.701
0.0,1.52,1.438,6.135,9.063,3.076,0.677
0.0,1.507,1.401,5.979,8.981,3.065,0.666
0.0,1.52,1.455,6.615,9.27,3.062,0.714
0.0,1.557,1.447,6.552,9.307,3.05,0.704
0.0,1.517,1.479,6.317,9.18,3.031,0.688
0.0,1.492,1.279,5.524,8.643,2.975,0.639
0.0,1.45,1.425,5.977,8.896,2.983,0.672
0.0,1.511,1.299,5.653,8.697,2.943,0.65
0.0,1.531,1.452,6.521,9.236,3.054,0.706
0.0,1.554,1.443,6.475,9.247,3.086,0.7
0.0,1.519,1.377,5.977,8.922,3.006,0.67
0.0,1.54,1.444,6.273,9.144,3.047,0.686
0.0,1.528,1.365,6.123,9.037,3.026,0.678
0.0,1.527,1.517,6.685,9.363,3.054,0.714
0.0,1.464,1.395,6.014,8.895,2.99,0.676
0.0,1.515,1.386,6.179,9.06,3.02,0.682
0.0,1.497,1.484,6.609,9.284,3.051,0.712
0.0,1.482,1.436,6.196,9.069,3.039,0.683
0.0,1.51,1.454,6.544,9.262,3.075,0.706
0.0,1.495,1.37,6.13,8.965,2.983,0.684
0.0,1.507,1.444,6.433,9.162,3.045,0.702
0.0,1.462,1.425,6.171,9.021,3.016,0.684
0.0,1.562,1.334,6.024,8.979,3.058,0.671
0.0,1.463,1.427,5.977,8.914,2.973,0.671
0.0,1.533,1.389,6.19,9.075,3.027,0.682
0.0,1.491,1.41,6.064,8.991,3.013,0.674
0.0,1.497,1.473,6.405,9.214,3.096,0.695
0.0,1.503,1.388,6.157,8.981,2.988,0.686
0.0,1.493,1.41,6.251,9.037,3.084,0.692
0.0,1.493,1.426,6.273,9.058,3.021,0.693
0.0,1.479,1.238,5.187,8.34,2.84,0.622
0.0,1.476,1.445,6.277,9.133,3.089,0.687
0.0,1.51,1.461,6.268,9.115,3.016,0.688
0.0,1.434,1.334,5.553,8.618,2.862,0.644
0.0,1.495,1.395,6.201,9.03,3.03,0.687
0.0,1.538,1.464,6.482,9.24,3.04,0.702
0.0,1.467,1.431,6.014,8.925,2.96,0.674
0.0,1.522,1.422,5.988,9.005,3.072,0.665
0.0,1.522,1.376,6.256,9.031,3.033,0.693
0.0,1.505,1.385,6.134,8.971,3.047,0.684
0.0,1.508,1.444,6.299,9.125,3.008,0.69
0.0,1.516,1.382,6.137,9.025,3.054,0.68
0.0,1.491,1.446,6.355,9.096,2.986,0.699
0.0,1.477,1.443,6.401,9.151,2.954,0.7
0.0,1.52,1.322,5.781,8.8,2.994,0.657
0.0,1.5,1.467,6.071,9.07,3.073,0.669
0.0,1.536,1.381,5.969,8.948,2.991,0.667
0.0,1.513,1.444,6.419,9.164,3.066,0.7
0.0,1.521,1.421,6.436,9.15,3.024,0.703
0.0,1.488,1.44,6.233,9.079,3.035,0.687
0.0,1.478,1.457,6.256,9.122,3.032,0.686
0.0,1.516,1.451,6.295,9.151,3.053,0.688
0.0,1.531,1.391,6.084,9.009,3.014,0.675
0.0,1.514,1.377,6.206,9.008,3.012,0.689
0.0,1.513,1.441,6.357,9.176,3.052,0.693
0.0,1.526,1.352,6.208,9.001,3.023,0.69
